FILE NAME,Microbial-Protocol-high-OTR_20220504_135030-cc-parentaltest.csv
PROTOCOL,Microbial-Protocol-high-OTR
FILE_VERSION,3.3
DATE START,4.5.2022,13:52:04
DATE END,4.5.2022,13:52:04
DEVICE,BL045-CX_0CFD20
USER,ben,COMMENT,no comment available
PLATETYPE,MTP-48-Flowerplate,LOT,UNKOWN
MTP ROWS,6
MTP COLUMNS,8
FILTERSETS,1

FILTERSET,FILTERNAME,EX [nm],EM [nm],LAYOUT,FILTERNO,GAIN,PHASESTATISTICSSIGMA,SIGNALQUALITYTOLERANCE,REFERENCE VALUE,Process Parameters,,Calibration Parameters,,,,Criterion Parameters,,
1,Biomass,620,620,48MTP,1,30,1,0,100,SET TEMPERATURE [C],32,Phi0,66.16,Biomass Slope,0.044,CRITERION,,
,,,,,,,,,,SET HUMIDITY [%],85,Phi100,38.81,Biomass Offset,5,FI,,
,,,,,,,,,,SET O2 [%],20.95,Phi.min,57.17,Biomass Unit,OD600 [-],FJ,,
,,,,,,,,,,SET CO2 [%],0,Phi.max,18.04,,,FACTOR,0,
,,,,,,,,,,SET SHAKER FREQUENCY [rpm],1000,pH0,6.49,,,S0,NaN,
,,,,,,,,,,SET CYCLE TIME [min],10,dpH,0.53,,,EXTRA INFO,,
,,,,,,,,,,SET EXP TIME [h],1193,Temp. Compensation for pH Calibration,True,Temp. pH [C],32,,,
,,,,,,,,,,,,Temp. Compensation for pO2 Calibration,True,Temp. pO2 [C],32,,,

WELL No.,CONTENT,DESCRIPTION,CHANNEL,
,,,READING ->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
B01,X9,,Cal.Biomass[OD600 [-]]:FS=1,7.319,7.308,7.29,7.307,7.316,7.333,7.339,7.339,7.355,7.371,7.407,7.424,7.452,7.486,7.51,7.543,7.56,7.591,7.629,7.661,7.705,7.738,7.767,7.81,7.831,7.894,7.962,7.967,8.036,8.055,8.08,8.188,8.186,8.262,8.33,8.387,8.438,8.484,8.573,8.668,8.701,8.74,8.872,8.911,9.011,9.088,9.174,9.235,9.335,9.556,9.604,9.7,9.855,9.858,10.098,10.175,10.319,10.382,10.5,10.534,10.722,10.862,10.944,11.028,11.187,11.285,11.417,11.563,11.48,11.642,11.833,11.942,11.987,11.984,12.194,12.2,12.395,12.486,12.587,12.742,12.617,12.778,12.869,13.014,13.068,13.073,13.076,13.039,12.981,13.036,12.912,12.838,12.871,12.894,12.94,12.935,12.863,13.06,13.023,13.077,13.097,13.075,13.213,13.131,13.12,13.212,13.13,13.126,13.193,13.191,13.216,13.215,13.2,13.277,13.206,13.194,13.222,13.261,13.277,13.348,13.327,13.343,13.381,13.373,13.39,13.373,13.437,13.368,13.435,13.416,13.408,13.523,13.485,13.472,13.593,13.497,13.509,13.546,13.551,13.619,13.532,13.609,13.551,13.65,13.596,13.641,13.693,13.694,13.714,13.776,13.736,13.766,13.813,13.787,13.769,13.834,13.831,13.87,13.818,13.913,13.957,13.872,13.931,13.903,13.928,13.958,13.955,13.987,14.064,13.999,14.05,14.037,13.998,14.034,14.066,14.087,14.124,14.158,14.131,14.174,14.156,14.143,14.167,14.228,14.198,14.235,14.233,14.233,14.251,14.251,14.305,14.279,14.296,14.304,14.325,14.395,14.348,14.366,14.346,14.378,14.449,14.458,14.477,14.467,14.433,14.5,14.482,14.497,14.578,14.538,14.566,14.519,14.537,14.572,14.571,14.587,14.647,14.63,14.626,14.618,14.675,14.643,14.672,14.676,14.637,14.697,14.714,14.713,14.712,14.676,14.715,14.718,14.74,14.721,14.759,14.739,14.683,14.674,14.706,14.67,14.665,14.654,14.666,14.604,14.629,14.501,14.54,14.551,14.489,14.427,14.394,14.368,14.343,14.279,14.315,14.292,14.286,14.287,14.262,14.226,14.226,14.276,14.218,14.225,14.206,14.25,14.193,14.249
B02,X10,,Cal.Biomass[OD600 [-]]:FS=1,7.31,7.339,7.37,7.478,7.529,7.552,7.627,7.662,7.735,7.828,7.919,8.029,8.054,8.169,8.284,8.387,8.525,8.672,8.84,9.041,9.109,9.204,9.349,9.542,9.821,9.978,10.127,10.333,10.556,10.791,10.945,11.193,11.541,11.834,12.203,12.444,12.743,13.027,13.357,13.849,13.995,14.532,14.939,15.241,15.511,15.661,15.734,15.961,15.84,16.144,15.944,15.945,15.826,15.873,16.065,16.073,16.168,16.284,16.262,16.42,16.454,16.448,16.505,16.571,16.532,16.56,16.468,16.613,16.7,16.666,16.639,16.707,16.827,16.897,16.906,17.065,17.051,17.187,17.374,17.323,17.392,17.416,17.536,17.644,17.497,17.601,17.705,17.738,17.659,17.629,17.632,17.716,17.556,17.638,17.597,17.579,17.513,17.516,17.593,17.433,17.43,17.458,17.525,17.466,17.444,17.521,17.448,17.567,17.53,17.567,17.555,17.62,17.614,17.672,17.708,17.786,17.717,17.656,17.71,17.754,17.785,17.754,17.823,17.832,17.84,17.816,17.904,17.981,17.828,17.853,17.906,17.809,17.803,17.947,17.902,17.951,17.916,17.993,17.97,17.928,17.905,17.979,17.904,17.968,17.961,18.065,18.123,17.994,18.033,18.039,18.061,18.046,17.964,18.081,18.079,18.166,18.066,18.088,18.114,18.11,18.027,18.16,18.107,18.106,18.158,18.115,18.171,18.054,18.164,18.199,18.167,18.208,18.229,18.18,18.077,18.15,18.138,18.171,18.084,18.164,18.151,18.187,18.131,18.223,18.138,18.216,18.076,18.259,18.153,18.185,18.183,18.211,18.226,18.194,18.196,18.115,18.096,18.117,18.156,18.232,18.112,18.193,18.079,18.085,18.171,18.105,18.114,18.1,18.162,18.126,18.138,18.047,18.114,18.158,18.102,18.051,18.088,18.134,18.109,18.093,18.209,18.108,18.103,18.07,18.182,18.139,18.076,18.115,18.136,18.056,18.202,18.112,18.107,18.141,18.146,18.123,18.13,18.139,18.191,18.136,18.159,18.127,18.21,18.135,18.277,18.134,18.177,18.221,18.189,18.279,18.263,18.251,18.315,18.193,18.204,18.219,18.308,18.257,18.223,18.237,18.32,18.297,18.289,18.316,18.357,18.296,18.332,18.323
B03,X11,,Cal.Biomass[OD600 [-]]:FS=1,7.17,7.173,7.175,7.223,7.272,7.317,7.331,7.399,7.425,7.487,7.567,7.623,7.7,7.804,7.9,8.003,8.121,8.225,8.306,8.383,8.44,8.493,8.565,8.609,8.632,8.691,8.736,8.775,8.841,8.889,8.939,9.01,9.049,9.104,9.178,9.22,9.285,9.318,9.333,9.409,9.478,9.539,9.584,9.704,9.809,9.896,10.047,10.193,10.265,10.462,10.527,10.643,10.707,10.836,10.927,11.045,11.154,11.198,11.277,11.349,11.48,11.474,11.49,11.555,11.431,11.634,11.608,11.629,11.681,11.787,11.849,11.841,11.91,12.041,11.879,12.018,12.191,12.135,12.183,12.568,12.572,12.734,12.727,12.973,12.915,13.161,13.224,13.331,13.106,13.48,13.325,13.301,13.247,13.121,12.993,12.944,12.801,12.618,12.653,12.757,12.631,12.645,12.742,12.795,12.761,12.804,12.906,12.921,13.109,13.128,13.274,13.231,13.128,13.388,13.417,13.427,13.445,13.345,13.472,13.626,13.653,13.706,13.771,13.626,13.689,13.666,13.574,13.616,13.636,13.654,13.839,13.617,13.84,13.829,13.846,13.69,13.89,13.641,13.695,13.982,13.92,13.838,13.885,13.965,13.882,14.062,13.958,13.917,13.957,13.999,13.979,13.988,14.072,14.102,14.122,14.137,14.141,14.181,14.211,14.306,14.287,14.339,14.323,14.4,14.487,14.515,14.49,14.572,14.596,14.683,14.741,14.719,14.721,14.9,14.854,14.89,14.915,15.015,15.011,15.013,15.096,15.101,15.222,15.181,15.214,15.281,15.358,15.398,15.405,15.433,15.434,15.457,15.513,15.546,15.563,15.621,15.63,15.571,15.687,15.716,15.71,15.731,15.794,15.84,15.778,15.859,15.848,15.795,15.902,15.85,15.871,15.97,15.904,15.953,15.978,15.948,16.028,15.998,16.034,16.096,16.118,16.086,16.128,16.066,16.066,16.174,16.183,16.218,16.228,16.275,16.26,16.283,16.337,16.261,16.308,16.305,16.316,16.382,16.357,16.364,16.428,16.403,16.412,16.448,16.455,16.518,16.421,16.544,16.496,16.6,16.592,16.564,16.536,16.59,16.612,16.572,16.55,16.622,16.646,16.682,16.593,16.644,16.679,16.67,16.723,16.707,16.698,16.696
B04,X12,,Cal.Biomass[OD600 [-]]:FS=1,6.631,6.634,6.641,6.646,6.653,6.659,6.665,6.665,6.664,6.664,6.68,6.679,6.689,6.689,6.707,6.701,6.699,6.711,6.695,6.709,6.716,6.712,6.716,6.721,6.716,6.727,6.741,6.744,6.751,6.745,6.763,6.757,6.775,6.781,6.796,6.809,6.814,6.841,6.834,6.85,6.874,6.876,6.895,6.9,6.926,6.938,6.967,7.012,7.037,7.075,7.128,7.161,7.204,7.286,7.346,7.421,7.505,7.56,7.656,7.735,7.825,7.876,7.972,8.028,8.09,8.092,8.151,8.183,8.241,8.281,8.307,8.348,8.382,8.378,8.434,8.461,8.521,8.571,8.6,8.677,8.773,8.811,8.882,8.974,9.046,9.134,9.265,9.303,9.396,9.52,9.585,9.713,9.849,9.834,9.922,9.968,10.013,10.065,10.048,10.149,10.316,10.425,10.43,11.045,11.491,11.832,12.05,12.283,12.382,12.742,13.124,13.458,13.627,13.886,14.041,14.322,14.515,14.694,14.833,14.843,14.74,14.529,14.322,14.14,14.138,14.049,14.051,13.937,14.049,13.98,14.079,13.94,13.938,13.892,13.934,14.023,13.962,13.984,14.02,14.065,14.034,14.072,14.008,14.108,14.02,14.002,14.027,14.059,14.145,13.932,14.064,14.048,14.088,14.074,14.133,14.119,14.092,14.181,14.111,14.21,14.124,14.342,14.177,14.245,14.306,14.257,14.25,14.243,14.288,14.343,14.343,14.361,14.436,14.369,14.345,14.355,14.352,14.348,14.417,14.509,14.417,14.376,14.424,14.436,14.54,14.513,14.483,14.556,14.538,14.453,14.494,14.566,14.553,14.594,14.641,14.548,14.608,14.683,14.653,14.701,14.696,14.611,14.684,14.715,14.797,14.858,14.752,14.736,14.805,14.808,14.806,14.859,14.833,14.877,14.965,14.9,14.88,14.929,15.048,14.94,14.945,14.996,14.941,14.968,14.838,14.824,14.818,14.775,14.836,14.728,14.792,14.786,14.916,14.914,14.889,14.995,15.194,15.303,15.292,15.371,15.405,15.467,15.517,15.499,15.566,15.719,15.706,15.637,15.758,15.842,15.822,15.891,15.941,15.912,15.948,15.978,15.959,16.116,16.09,16.171,16.093,16.109,16.262,16.205,16.279,16.259,16.323,16.267
B05,X13,,Cal.Biomass[OD600 [-]]:FS=1,7.015,7.026,7.044,7.063,7.113,7.131,7.152,7.19,7.198,7.241,7.306,7.319,7.391,7.408,7.465,7.498,7.592,7.638,7.731,7.826,7.891,7.986,8.054,8.157,8.235,8.287,8.35,8.394,8.451,8.492,8.555,8.595,8.634,8.688,8.768,8.794,8.863,9.02,9.103,9.175,9.277,9.352,9.459,9.593,9.679,9.774,9.841,9.943,10.028,10.184,10.281,10.313,10.359,10.392,10.513,10.599,10.602,10.693,10.766,10.835,10.898,10.922,10.926,11.031,11.011,11.052,11.107,11.246,11.242,11.215,11.395,11.449,11.328,11.506,11.612,11.731,11.631,11.768,11.792,12.002,12.062,12.133,12.475,12.404,12.541,12.66,12.8,12.816,12.999,13.021,13.215,13.059,13.132,13.217,12.899,12.792,12.592,12.627,12.498,12.534,12.544,12.428,12.481,12.52,12.431,12.544,12.591,12.751,12.643,12.764,12.904,12.788,12.976,13.02,13.156,13.137,13.158,13.195,13.141,13.304,13.41,13.47,13.444,13.409,13.424,13.434,13.543,13.451,13.506,13.561,13.372,13.478,13.441,13.547,13.465,13.483,13.592,13.5,13.59,13.442,13.515,13.533,13.526,13.629,13.493,13.638,13.575,13.55,13.781,13.653,13.753,13.638,13.621,13.773,13.819,13.777,13.756,13.929,13.895,13.909,13.967,13.959,14.085,14.06,14.088,14.152,14.173,14.21,14.243,14.27,14.39,14.398,14.457,14.412,14.523,14.517,14.487,14.676,14.694,14.69,14.771,14.745,14.798,14.821,14.894,14.941,15.035,14.987,15.062,15.03,15.057,15.067,15.156,15.18,15.191,15.253,15.26,15.275,15.245,15.337,15.315,15.303,15.367,15.401,15.437,15.467,15.469,15.465,15.511,15.495,15.541,15.57,15.604,15.605,15.601,15.644,15.688,15.69,15.744,15.747,15.763,15.704,15.797,15.807,15.8,15.803,15.883,15.927,15.893,15.934,15.886,15.941,16.007,15.992,16.065,16.016,16.032,16.077,16.034,16.039,16.028,16.057,16.1,16.139,16.182,16.117,16.132,16.228,16.225,16.272,16.229,16.255,16.19,16.212,16.247,16.306,16.286,16.291,16.309,16.344,16.326,16.306,16.338,16.314,16.353,16.433,16.396,16.408
B06,X14,,Cal.Biomass[OD600 [-]]:FS=1,11.619,11.172,11.756,12.258,12.433,12.627,12.556,13.173,12.603,13.731,13.023,13.742,12.421,13.69,12.779,13.837,13.67,13.236,13.058,12.985,12.784,14.204,13.323,13.196,13.07,13.871,13.406,14.074,13.634,15.225,13.682,14.559,14.383,13.182,14.485,14.832,14.466,14.403,14.544,15.563,15.512,15.065,13.632,14.565,15.021,14.113,15.477,15.265,15.117,16.642,14.536,15.189,14.849,15.401,15.599,14.732,17.363,14.594,15.772,14.485,16.675,13.939,15.68,16.357,15.842,16.16,15.595,19.175,18.967,15.867,16.055,19.42,16.881,16.807,16.638,18.002,17.428,19.495,17.428,16.635,18.105,19.169,19.307,18.039,19.439,19.261,18.386,18.745,19.623,19.269,18.121,19.869,19.362,20.815,20.412,20.068,19.993,20.401,21.844,21.401,21.006,21.386,21.706,22.406,22.611,22.012,22.983,22.301,21.561,22.077,22.109,22.056,21.198,21.681,21.398,20.944,20.569,21.158,21.497,21.964,21.387,20.606,21.093,20.896,21.045,20.547,20.567,21.517,20.83,20.942,20.786,20.749,21.05,20.604,21.422,20.3,20.204,20.992,20.536,20.752,20.797,20.3,20.34,21.564,21.55,20.874,20.807,20.882,21.327,20.477,20.723,20.54,20.58,21.079,21.535,20.707,20.786,20.404,20.58,20.983,21.256,20.71,20.827,20.789,20.613,21.032,20.59,21.155,21.727,21.579,21.35,21.119,20.829,20.807,20.837,20.876,21.37,20.581,20.831,20.871,21.546,20.935,20.899,22.016,21.039,20.96,20.504,21.462,21.102,20.964,20.816,21.461,21.563,21.128,22.332,21.129,21.443,20.976,21.334,21.352,21.401,21.533,21.254,21.259,21.84,20.969,21.1,21.335,21.02,20.935,21.098,21.243,20.945,20.942,20.923,21.238,21.507,21.607,21.162,21.604,21.798,21.776,21.741,21.438,21.775,21.69,21.667,21.927,22.045,21.992,21.727,21.766,21.769,21.394,21.778,21.89,21.998,22.452,22.18,22.099,22.206,21.857,22.085,22.211,22.843,22.352,22.735,22.277,22.334,22.092,22.676,22.531,23.256,22.335,22.442,22.376,23.001,22.308,22.469,22.419,22.657,22.977,22.679,22.463,22.909,22.598,22.74,22.724
B07,X15,,Cal.Biomass[OD600 [-]]:FS=1,7.091,7.054,7.153,7.207,7.273,7.241,7.224,7.333,7.479,7.312,7.23,7.287,7.1,7.32,7.141,7.258,7.073,6.974,6.967,7.041,6.998,6.863,6.925,6.984,6.962,6.886,6.846,6.872,6.827,6.828,6.789,6.77,6.813,6.782,6.801,6.75,6.736,6.71,6.74,6.714,6.727,6.696,6.694,6.693,6.697,6.684,6.7,6.671,6.681,6.68,6.672,6.672,6.673,6.678,6.697,6.695,6.686,6.685,6.678,6.68,6.682,6.672,6.665,6.665,6.666,6.664,6.668,6.668,6.67,6.67,6.658,6.655,6.665,6.66,6.657,6.659,6.656,6.66,6.656,6.666,6.654,6.665,6.653,6.664,6.651,6.652,6.654,6.655,6.666,6.663,6.655,6.657,6.665,6.655,6.65,6.661,6.656,6.657,6.661,6.662,6.659,6.657,6.658,6.666,6.66,6.661,6.659,6.654,6.658,6.661,6.653,6.661,6.654,6.663,6.665,6.656,6.651,6.659,6.653,6.657,6.653,6.662,6.654,6.648,6.649,6.655,6.654,6.66,6.655,6.655,6.657,6.661,6.662,6.661,6.655,6.647,6.66,6.649,6.653,6.664,6.661,6.687,6.666,6.673,6.658,6.666,6.665,6.661,6.66,6.656,6.656,6.662,6.67,6.663,6.658,6.664,6.659,6.653,6.653,6.662,6.661,6.663,6.662,6.66,6.66,6.659,6.665,6.674,6.66,6.655,6.673,6.675,6.668,6.666,6.661,6.659,6.667,6.675,6.663,6.669,6.662,6.665,6.657,6.653,6.662,6.67,6.659,6.664,6.661,6.663,6.656,6.66,6.656,6.669,6.66,6.665,6.671,6.66,6.666,6.666,6.661,6.664,6.664,6.666,6.663,6.659,6.664,6.667,6.669,6.668,6.659,6.669,6.663,6.663,6.672,6.675,6.674,6.67,6.658,6.674,6.661,6.665,6.665,6.668,6.67,6.676,6.684,6.674,6.672,6.673,6.668,6.676,6.666,6.67,6.665,6.666,6.675,6.662,6.672,6.661,6.674,6.676,6.669,6.671,6.67,6.684,6.67,6.665,6.667,6.673,6.657,6.658,6.673,6.684,6.681,6.683,6.679,6.677,6.676,6.673,6.666,6.668,6.669,6.663,6.665,6.678,6.677,6.67
B08,X16,,Cal.Biomass[OD600 [-]]:FS=1,7.098,7.086,7.107,7.061,7.106,7.092,7.113,7.084,7.093,7.091,7.109,7.107,7.086,7.091,7.098,7.102,7.104,7.085,7.096,7.092,7.102,7.13,7.095,7.1,7.111,7.105,7.099,7.115,7.097,7.098,7.118,7.098,7.094,7.094,7.106,7.098,7.103,7.078,7.14,7.108,7.13,7.096,7.098,7.121,7.097,7.11,7.105,7.106,7.094,7.106,7.102,7.096,7.133,7.102,7.098,7.094,7.097,7.11,7.116,7.104,7.095,7.088,7.116,7.102,7.129,7.107,7.103,7.097,7.121,7.109,7.091,7.099,7.094,7.102,7.142,7.102,7.138,7.093,7.088,7.097,7.103,7.109,7.091,7.109,7.124,7.136,7.119,7.129,7.102,7.09,7.106,7.118,7.108,7.116,7.112,7.102,7.098,7.097,7.148,7.12,7.092,7.112,7.117,7.102,7.112,7.125,7.105,7.113,7.116,7.11,7.119,7.115,7.109,7.159,7.146,7.125,7.113,7.12,7.121,7.166,7.11,7.134,7.113,7.097,7.118,7.114,7.116,7.124,7.13,7.106,7.12,7.12,7.114,7.096,7.135,7.13,7.125,7.113,7.115,7.113,7.112,7.109,7.108,7.118,7.121,7.117,7.113,7.132,7.143,7.12,7.169,7.121,7.108,7.127,7.159,7.113,7.116,7.155,7.114,7.12,7.145,7.146,7.12,7.118,7.135,7.128,7.113,7.13,7.112,7.145,7.153,7.112,7.146,7.131,7.151,7.124,7.146,7.15,7.149,7.15,7.143,7.119,7.164,7.122,7.151,7.111,7.122,7.128,7.133,7.13,7.151,7.131,7.161,7.141,7.124,7.126,7.131,7.123,7.133,7.139,7.133,7.137,7.133,7.134,7.155,7.146,7.133,7.119,7.149,7.15,7.138,7.134,7.126,7.127,7.133,7.144,7.133,7.149,7.126,7.147,7.151,7.136,7.166,7.138,7.139,7.129,7.192,7.146,7.14,7.12,7.148,7.142,7.154,7.163,7.166,7.145,7.198,7.129,7.153,7.129,7.133,7.116,7.14,7.133,7.181,7.143,7.19,7.15,7.189,7.155,7.151,7.159,7.186,7.131,7.147,7.152,7.164,7.153,7.145,7.129,7.17,7.131,7.158,7.162,7.174,7.152,7.17,7.147
C01,X17,,Cal.Biomass[OD600 [-]]:FS=1,6.985,6.972,6.972,6.974,6.986,6.996,6.996,7.003,7.006,7.01,7.035,7.05,7.046,7.059,7.088,7.1,7.111,7.111,7.129,7.165,7.181,7.197,7.243,7.269,7.297,7.326,7.346,7.37,7.427,7.424,7.459,7.475,7.483,7.517,7.56,7.587,7.6,7.644,7.644,7.69,7.713,7.747,7.745,7.839,7.812,7.895,7.889,7.933,7.988,8.054,8.107,8.138,8.247,8.301,8.418,8.47,8.523,8.571,8.702,8.722,8.876,8.912,9.051,9.146,9.171,9.298,9.451,9.475,9.564,9.73,9.819,9.994,10.083,10.1,10.422,10.349,10.453,10.574,10.777,10.805,10.903,10.924,11.035,11.281,11.236,11.441,11.541,11.773,11.849,11.972,11.905,12.13,12.171,12.29,12.348,12.425,12.531,12.527,12.691,12.733,12.853,12.814,12.755,12.799,12.641,12.624,12.58,12.598,12.712,12.605,12.623,12.628,12.72,12.72,12.75,12.856,12.892,12.904,12.923,12.912,12.934,13.004,12.945,12.999,13.023,13.003,13.095,13.125,13.03,13.151,13.061,13.162,13.16,13.228,13.207,13.164,13.331,13.296,13.301,13.363,13.371,13.322,13.355,13.352,13.414,13.408,13.412,13.446,13.502,13.472,13.45,13.421,13.495,13.474,13.559,13.557,13.557,13.575,13.54,13.661,13.584,13.582,13.643,13.675,13.62,13.688,13.652,13.75,13.696,13.728,13.736,13.785,13.732,13.742,13.777,13.805,13.795,13.846,13.831,13.865,13.897,13.893,13.969,13.911,14.009,13.966,13.927,13.933,13.991,13.974,14.028,14.027,14.044,14.068,14.079,14.05,14.068,14.095,14.103,14.099,14.158,14.168,14.182,14.148,14.153,14.23,14.21,14.244,14.266,14.26,14.358,14.302,14.281,14.356,14.346,14.35,14.378,14.408,14.422,14.395,14.42,14.443,14.464,14.528,14.453,14.513,14.536,14.535,14.608,14.551,14.551,14.551,14.62,14.569,14.649,14.647,14.628,14.626,14.68,14.682,14.683,14.717,14.717,14.721,14.7,14.739,14.692,14.703,14.738,14.763,14.757,14.714,14.712,14.761,14.745,14.775,14.782,14.694,14.704,14.685,14.668,14.686,14.603,14.573,14.559,14.538,14.473,14.517
C02,X18,,Cal.Biomass[OD600 [-]]:FS=1,6.956,6.955,6.98,6.98,6.995,7.005,7.03,7.062,7.079,7.125,7.133,7.169,7.197,7.24,7.258,7.303,7.351,7.386,7.444,7.492,7.551,7.589,7.656,7.728,7.787,7.835,7.936,7.991,8.127,8.165,8.273,8.332,8.444,8.562,8.698,8.808,8.929,9.043,9.207,9.319,9.591,9.81,9.934,10.028,10.263,10.484,10.611,10.837,11.152,11.43,11.504,11.86,11.983,12.465,12.709,12.959,13.309,13.713,14.011,14.311,14.817,15.294,15.511,15.652,15.801,16.076,15.94,16.027,16.012,15.794,15.977,15.931,15.966,15.989,16.145,16.211,16.323,16.525,16.474,16.552,16.537,16.604,16.639,16.567,16.659,16.586,16.718,16.736,16.753,16.658,16.764,16.728,16.894,16.84,16.979,16.956,16.972,16.879,17.084,17.225,17.207,17.291,17.352,17.512,17.431,17.501,17.6,17.606,17.531,17.579,17.685,17.603,17.645,17.543,17.453,17.557,17.539,17.439,17.582,17.591,17.535,17.574,17.509,17.567,17.587,17.476,17.573,17.565,17.681,17.647,17.638,17.545,17.651,17.779,17.72,17.832,17.778,17.685,17.892,17.948,17.855,17.912,17.87,17.95,17.839,17.968,17.944,17.943,17.938,17.871,17.976,17.992,17.889,17.939,17.897,17.968,17.887,17.961,17.822,17.896,17.882,17.859,17.823,17.891,17.953,17.965,18.06,18.096,18.178,18.102,18.143,18.136,18.181,18.247,18.222,18.164,18.23,18.182,18.329,18.29,18.242,18.287,18.218,18.264,18.344,18.264,18.266,18.267,18.346,18.276,18.354,18.345,18.419,18.306,18.291,18.297,18.33,18.387,18.241,18.25,18.294,18.32,18.311,18.265,18.29,18.259,18.231,18.241,18.273,18.317,18.266,18.228,18.24,18.287,18.289,18.235,18.247,18.255,18.215,18.144,18.36,18.214,18.32,18.239,18.32,18.262,18.247,18.29,18.255,18.207,18.228,18.168,18.214,18.162,18.24,18.209,18.205,18.153,18.125,18.114,18.284,18.274,18.19,18.267,18.183,18.169,18.203,18.201,18.203,18.192,18.291,18.23,18.162,18.244,18.248,18.179,18.199,18.261,18.221,18.178,18.275,18.27,18.335,18.23,18.298,18.35,18.396,18.336
C03,X19,,Cal.Biomass[OD600 [-]]:FS=1,6.89,6.884,6.885,6.924,6.984,6.993,6.993,7.009,6.981,6.988,6.988,6.984,6.99,6.973,6.969,6.96,6.968,6.96,6.958,6.959,6.958,6.951,6.964,6.953,6.949,6.975,6.952,6.979,6.987,6.983,6.981,6.997,6.986,6.99,6.996,7.007,7.024,7.035,7.017,7.046,7.06,7.062,7.059,7.07,7.069,7.094,7.104,7.101,7.1,7.132,7.128,7.145,7.147,7.18,7.189,7.209,7.238,7.212,7.25,7.261,7.299,7.316,7.335,7.366,7.377,7.394,7.423,7.472,7.518,7.534,7.572,7.62,7.643,7.681,7.712,7.834,7.853,7.904,7.967,8.059,8.133,8.233,8.31,8.433,8.555,8.682,8.792,8.91,8.987,9.12,9.201,9.255,9.338,9.348,9.375,9.384,9.366,9.347,9.293,9.274,9.184,9.123,9.06,8.977,8.954,8.941,8.925,8.942,8.968,9.021,9.102,9.149,9.208,9.383,9.457,9.54,9.652,9.785,9.889,10.033,10.132,10.261,10.28,10.42,10.493,10.621,10.743,10.743,10.792,10.915,10.904,10.986,11.144,11.286,11.3,11.38,11.375,11.318,11.344,11.392,11.532,11.591,11.639,11.994,12.025,12.057,12.263,12.376,12.582,12.601,13.037,12.734,13.232,13.186,13.19,13.511,13.513,13.873,13.842,13.875,14.052,13.984,13.85,13.844,13.912,13.789,13.822,13.638,13.678,13.917,13.84,13.814,13.811,13.919,13.867,13.867,14.125,14.227,14.315,14.093,14.343,14.253,14.419,14.328,14.454,14.558,14.743,14.768,14.616,14.565,14.84,14.799,14.831,15.041,14.837,14.85,14.67,14.922,14.963,14.995,14.853,15.06,14.983,15.133,14.77,14.984,15.134,14.979,14.965,15.088,15.038,15.211,15.284,15.126,15.172,15.377,15.308,15.253,15.515,15.388,15.465,15.393,15.251,15.517,15.551,15.52,15.601,15.479,15.574,15.798,15.672,15.944,15.788,15.919,15.933,15.868,16.033,15.998,16.115,16.177,16.115,16.2,16.168,16.321,16.349,16.49,16.586,16.533,16.512,16.586,16.779,16.685,16.664,16.776,16.876,16.741,16.845,16.993,16.933,16.896,16.976,17.071,17.169,16.952,17.171,17.048,17.15,17.128
