# Supplementary Dataset S11. This tab delmited table contains the results of the eQTL linkage results of the 6464 sense traits at 5% FDR.
#
# This tab delmited table is the results of the eQTL linkage results
# of the 6464 sense traits at 5% FDR. Each row correspond
# to one linkage between a expression trait (gene)its eQTL. When 
# a trait was linked to more several locus correlated more than 0.8
# we considered that it corresponded to a single QTL, which position
# could not be determined. they were regroup.
# Here each row correpond to a group and the different location 
# of the grouped QTL are separated with coma. 
#
# First field is the name of sense trait (target)
# Next 3 fields are the coordinate of the QTL as a
#  genomic interval. Note that each QTL is considered
#  as spanning in between the first non linked variant.
# next field is an indicater of whether the linkage correspong to 
#  a cis or a trans linakge.
# Next field indicate the strongest candiate regulator as this locus
#  predicted unsing correlation between the trait and the regulator
#  candidate. "NA" correspond to missing values.
# Next indicate wether the putative 
#  regulator is a coding or non-coding genes
#  "NA" correspond to missing values.
# 
# if you have questions mail: 
# mathieu.clement-ziza(at)uni-koeln.de
# andreas.beyer(at)uni-koeln.de
# j.bahler(at)ucl.ac.uk
#
target	chromosome	start	end	qtl_type	putative_regulator	regulator_type
SPNCRNA.01	chromosome_1,chromosome_1	2665053,4602196	3326503,4949138	cis	SPNCRNA.01	NA
SPNCRNA.03	chromosome_1,chromosome_1	2665053,4602196	3326503,4949138	trans	SPAC17D4.01	coding
SPNCRNA.06	chromosome_1	3440649	3745734	trans	SPNCRNA.909	non_coding
SPNCRNA.07	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.08	chromosome_3	2101294	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.09	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.10	chromosome_3	1741292	1761652	cis	SPNCRNA.10	NA
SPNCRNA.1001	chromosome_1	2810876	3326503	cis	SPNCRNA.1001	NA
SPNCRNA.1001	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1002	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	cis	SPNCRNA.1002	NA
SPNCRNA.1002	chromosome_1	2447403	2456452	trans	SPAC32A11.03c	coding
SPNCRNA.1004	chromosome_1	3321289	3556754	cis	SPNCRNA.1004	NA
SPNCRNA.1005	chromosome_3	2101294	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.101	chromosome_1	3315647	3745734	trans	SPAC17G6.12	coding
SPNCRNA.1014	chromosome_1,chromosome_1	2665053,4602196	3456618,4949138	cis	SPNCRNA.1014	NA
SPNCRNA.1015	chromosome_3	2101294	2125061	trans	SPCC576.13	coding
SPNCRNA.1017	chromosome_1	2810876	2905076	cis	SPNCRNA.1017	NA
SPNCRNA.1018	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	cis	SPNCRNA.1018	NA
SPNCRNA.102	chromosome_1	3321289	3456618	trans	SPNCRNA.903	non_coding
SPNCRNA.1021	chromosome_1	2810876	2813185	cis	SPNCRNA.1021	NA
SPNCRNA.1023	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1025	chromosome_1	2531296	2539126	trans	SPAC25H1.09	coding
SPNCRNA.1025	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1026	chromosome_2	2311107	2316554	trans	SPBC12D12.05c	coding
SPNCRNA.1026	chromosome_3	2101294	2123837	trans	SPCC576.13	coding
SPNCRNA.1030	chromosome_3	2087770	2119802	trans	SPCC576.16c	coding
SPNCRNA.1031	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	cis	SPNCRNA.1031	NA
SPNCRNA.1033	chromosome_3	2084276	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1034	chromosome_1,chromosome_1	2665053,4602196	3030977,4949138	cis	SPNCRNA.1034	NA
SPNCRNA.1035	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	cis	SPNCRNA.1035	NA
SPNCRNA.1040	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1045	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPNCRNA.1047	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1049	chromosome_1	3440649	3556754	trans	SPAC1B1.02c	coding
SPNCRNA.1050	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1053	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1055	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPNCRNA.1060	chromosome_1	3315647	3456618	trans	SPNCRNA.909	non_coding
SPNCRNA.1061	chromosome_1	5201900	5270397	cis	SPNCRNA.1061	NA
SPNCRNA.1063	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPNCRNA.1067	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPNCRNA.54	non_coding
SPNCRNA.1067	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1068	chromosome_1	3440649	3557103	trans	SPAC3A11.07	coding
SPNCRNA.1069	chromosome_1	3315647	3556754	trans	SPNCRNA.909	non_coding
SPNCRNA.1070	chromosome_3	2101294	2123837	trans	SPCC576.14	coding
SPNCRNA.1071	chromosome_3	2087770	2119802	trans	SPCC576.16c	coding
SPNCRNA.1072	chromosome_3	2078298	2119802	trans	SPCC576.13	coding
SPNCRNA.1073	chromosome_1	3440649	3557103	trans	SPNCRNA.909	non_coding
SPNCRNA.1078	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1082	chromosome_1	2810876	2955088	trans	SPNCRNA.863	non_coding
SPNCRNA.1082	chromosome_1	5153377	5200800	cis	SPNCRNA.1082	NA
SPNCRNA.1083	chromosome_1	2937800	3326503	trans	SPAC31G5.11	coding
SPNCRNA.1085	chromosome_1	5403412	5449783	trans	SPNCRNA.1082	non_coding
SPNCRNA.1085	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1086	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans	SPNCRNA.861	non_coding
SPNCRNA.1087	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAPB8E5.03	coding
SPNCRNA.1088	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPAC31G5.08	coding
SPNCRNA.1089	chromosome_1	2810876	2950891	trans	SPNCRNA.209	non_coding
SPNCRNA.1090	chromosome_1	3321289	3456618	trans	SPAC3H5.13	coding
SPNCRNA.1093	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1096	chromosome_1	3315647	3456618	trans	SPAC3H5.13	coding
SPNCRNA.1097	chromosome_1	2925637	3307217	trans	SPNCRNA.74	non_coding
SPNCRNA.1098	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1099	chromosome_3	2087770	2104480	trans	SPCC576.14	coding
SPNCRNA.1100	chromosome_1	2937800	3326503	trans	SPNCRNA.887	non_coding
SPNCRNA.1100	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1102	chromosome_1	3443342	3745990	trans	SPAC3A11.07	coding
SPNCRNA.1104	chromosome_1	3304235	3456618	trans	SPNCRNA.903	non_coding
SPNCRNA.1108	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPNCRNA.01	non_coding
SPNCRNA.1108	chromosome_2	3867539	3878311	trans	SPBC211.03c	coding
SPNCRNA.1109	chromosome_1	2810876	2813185	trans	SPAC1B2.03c	coding
SPNCRNA.1109	chromosome_2	2311107	2316554	trans	SPBC12D12.04c	coding
SPNCRNA.111	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC644.06c	coding
SPNCRNA.1113	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.846	non_coding
SPNCRNA.1114	chromosome_1	3315647	3326503	trans	SPAPB1E7.11c	coding
SPNCRNA.1114	chromosome_3	143478	160716	cis	SPNCRNA.1114	NA
SPNCRNA.1116	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1117	chromosome_3	2084276	2119802	trans	SPCC576.13	coding
SPNCRNA.1118	chromosome_2	3759342	3759840	trans	NA	NA
SPNCRNA.1120	chromosome_3	2078298	2104480	trans	SPCC576.14	coding
SPNCRNA.1123	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1125	chromosome_1	460756	490432	trans	SPNCRNA.654	non_coding
SPNCRNA.1125	chromosome_1	3030977	3301454	trans	SPNCRNA.885	non_coding
SPNCRNA.1126	chromosome_1	3030626	3307217	trans	SPNCRNA.887	non_coding
SPNCRNA.1126	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1128	chromosome_1	3315647	3456618	trans	SPAP32A8.03c	coding
SPNCRNA.1129	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPNCRNA.872	non_coding
SPNCRNA.113	chromosome_1	3440649	3919690	trans	SPAC3A11.07	coding
SPNCRNA.1132	chromosome_3	2084276	2123837	trans	SPCC576.14	coding
SPNCRNA.1133	chromosome_3	350235	355210	cis	SPNCRNA.1133	NA
SPNCRNA.1134	chromosome_1,chromosome_1	2810876,4288609	2813185,4467160	trans	SPAC27F1.05c	coding
SPNCRNA.1137	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1139	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPNCRNA.1140	chromosome_3	2084276	2123837	trans	SPCC576.14	coding
SPNCRNA.1141	chromosome_1	3315647	3456618	trans	SPAC2E1P5.02c	coding
SPNCRNA.1142	chromosome_1	3315647	3456618	trans	SPAP32A8.03c	coding
SPNCRNA.1143	chromosome_1	3030977	3301454	trans	SPAC3G9.14	coding
SPNCRNA.1144	chromosome_3	2102509	2119802	trans	SPCC576.16c	coding
SPNCRNA.1150	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1153	chromosome_1	3745734	3926065	trans	SPNCRNA.944	non_coding
SPNCRNA.1156	chromosome_3	732326	767970	cis	SPNCRNA.1156	NA
SPNCRNA.1158	chromosome_1,chromosome_1	2665053,4602196	3326503,4949138	trans	SPAPB8E5.03	coding
SPNCRNA.1158	chromosome_2	2536217	2588585	trans	SPBC29A10.03c	coding
SPNCRNA.1162	chromosome_3	2084276	2119802	trans	SPCC576.13	coding
SPNCRNA.1164	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPNCRNA.1166	chromosome_1	3440649	3745734	trans	SPNCRNA.909	non_coding
SPNCRNA.1169	chromosome_1	3321289	3456618	trans	SPAC3H5.13	coding
SPNCRNA.117	chromosome_1	2925637	3307217	trans	SPNCRNA.73	non_coding
SPNCRNA.1170	chromosome_3	2087770	2104480	trans	SPCC576.11	coding
SPNCRNA.1172	chromosome_1	3315647	3326503	trans	SPAPB1E7.09	coding
SPNCRNA.1176	chromosome_1	2937800	2955088	trans	SPNCRNA.861	non_coding
SPNCRNA.1177	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1178	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1180	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC4F10.22	coding
SPNCRNA.1180	chromosome_3	657594	677595	trans	SPCC16C4.06c	coding
SPNCRNA.1180	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1182	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPNCRNA.1184	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1188	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPNCRNA.1189	chromosome_3	2101294	2119802	trans	SPCC576.16c	coding
SPNCRNA.1192	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPNCRNA.1195	chromosome_3	2084276	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1196	chromosome_1	3315647	3745734	trans	SPAC17G6.12	coding
SPNCRNA.1202	chromosome_3	1471477	1529335	cis	SPNCRNA.1202	NA
SPNCRNA.1205	chromosome_3	657594	677595	trans	SPNCRNA.469	non_coding
SPNCRNA.1206	chromosome_3	2102509	2123837	trans	SPCC576.14	coding
SPNCRNA.121	chromosome_1	3315647	3920943	trans	SPAP32A8.03c	coding
SPNCRNA.121	chromosome_1	5202829	5203555	trans	NA	NA
SPNCRNA.1211	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1213	chromosome_3	2087770	2119802	trans	SPCC126.02c	coding
SPNCRNA.1214	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC17D4.01	coding
SPNCRNA.1215	chromosome_1	4140413	4141555	trans	SPNCRNA.963	non_coding
SPNCRNA.1217	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.861	non_coding
SPNCRNA.1218	chromosome_1	3315647	3557103	trans	SPAC2E1P5.02c	coding
SPNCRNA.1219	chromosome_3	2078298	2119802	trans	SPCC576.13	coding
SPNCRNA.1220	chromosome_1	2937800	3326503	trans	SPNCRNA.873	non_coding
SPNCRNA.1222	chromosome_3	2117330	2123837	trans	SPCC126.04c	coding
SPNCRNA.1223	chromosome_3	2102509	2119802	trans	SPCC576.14	coding
SPNCRNA.1226	chromosome_1	3443342	3556754	trans	SPAC16E8.09	coding
SPNCRNA.1230	chromosome_1	3315647	3926065	trans	SPAC3A11.07	coding
SPNCRNA.1230	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
SPNCRNA.1231	chromosome_1	3315647	3456618	trans	SPAC3H5.13	coding
SPNCRNA.1232	chromosome_1	2925637	3318540	trans	SPNCRNA.873	non_coding
SPNCRNA.1234	chromosome_3	1741292	1761652	cis	SPNCRNA.1234	NA
SPNCRNA.1235	chromosome_1	2372001	2381199	trans	SPAC22H10.04	coding
SPNCRNA.1235	chromosome_1	2950891	3326503	trans	SPAC3G9.14	coding
SPNCRNA.1238	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1239	chromosome_3	1853717	1925336	cis	SPNCRNA.1239	NA
SPNCRNA.1241	chromosome_1	2925637	3326503	trans	SPNCRNA.885	non_coding
SPNCRNA.1248	chromosome_1	3030626	3556754	trans	SPAC589.11	coding
SPNCRNA.1249	chromosome_1	2925637	3326503	trans	SPAC31G5.11	coding
SPNCRNA.1250	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1251	chromosome_1	3440649	3920943	trans	SPNCRNA.943	non_coding
SPNCRNA.1252	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC20G4.03c	coding
SPNCRNA.1253	chromosome_2	852801	903483	trans	SPBC36.12c	coding
SPNCRNA.1256	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.126	chromosome_3	2135369	2159781	trans	SPCC126.14	coding
SPNCRNA.1262	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAC4F10.08	coding
SPNCRNA.1264	chromosome_3	2087770	2123837	cis	SPNCRNA.1264	NA
SPNCRNA.1265	chromosome_3	2087770	2123837	cis	SPNCRNA.1265	NA
SPNCRNA.1268	chromosome_1	3440649	3745990	trans	SPNCRNA.909	non_coding
SPNCRNA.1271	chromosome_2	2311107	2316554	trans	SPBC12D12.05c	coding
SPNCRNA.1273	chromosome_2	2202682	2316554	trans	SPBC16H5.11c	coding
SPNCRNA.1274	chromosome_3	2084276	2123837	trans	SPCC576.16c	coding
SPNCRNA.1275	chromosome_1	2810876	2950891	trans	SPACUNK4.13c	coding
SPNCRNA.1276	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC4F10.08	coding
SPNCRNA.1277	chromosome_1	2950891	3456618	trans	SPNCRNA.885	non_coding
SPNCRNA.1280	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1281	chromosome_1,chromosome_1	2665053,4602196	3326503,4949138	trans	SPNCRNA.74	non_coding
SPNCRNA.1283	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPNCRNA.861	non_coding
SPNCRNA.1283	chromosome_2	3775865	3799228	trans	SPNCRNA.1640	non_coding
SPNCRNA.1284	chromosome_1	3315647	3556754	trans	SPNCRNA.903	non_coding
SPNCRNA.1285	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1286	chromosome_1	3315647	3456618	trans	SPNCRNA.909	non_coding
SPNCRNA.1287	chromosome_3	2102509	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1289	chromosome_2	2311107	2316554	trans	SPBC12D12.09	coding
SPNCRNA.1291	chromosome_1	3315647	3456618	trans	SPNCRNA.903	non_coding
SPNCRNA.1292	chromosome_1	3321289	3442884	trans	SPAC2E1P5.01c	coding
SPNCRNA.1293	chromosome_1	3440649	3557103	trans	SPAC1B1.02c	coding
SPNCRNA.1295	chromosome_1	2925637	3326503	trans	SPAC688.03c	coding
SPNCRNA.1298	chromosome_3	2347226	2452883	trans	SPNCRNA.1298	non_coding
SPNCRNA.130	chromosome_1	5452342	5453760	trans	SPAC1039.03	coding
SPNCRNA.1300	chromosome_1	1	109681	trans	SPAC212.06c	coding
SPNCRNA.1300	chromosome_2	1	126452	trans	SPNCRNA.1300	non_coding
SPNCRNA.1306	chromosome_1	2569788	2604820	trans	SPAC823.09c	coding
SPNCRNA.1306	chromosome_1	3295609	3307217	trans	SPNCRNA.900	non_coding
SPNCRNA.1307	chromosome_1	3745734	3926065	trans	SPAC1F12.10c	coding
SPNCRNA.1308	chromosome_1	2937800	3318540	trans	SPNCRNA.873	non_coding
SPNCRNA.1309	chromosome_1	2569788	2604820	trans	SPAC823.03	coding
SPNCRNA.1309	chromosome_2	1	113054	cis	SPNCRNA.1309	NA
SPNCRNA.1310	chromosome_1	4140413	4154587	trans	SPNCRNA.965	non_coding
SPNCRNA.1311	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPNCRNA.873	non_coding
SPNCRNA.1312	chromosome_3	2102509	2119802	trans	SPCC576.14	coding
SPNCRNA.1313	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.54	non_coding
SPNCRNA.1314	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPAPB8E5.02c	coding
SPNCRNA.1314	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1315	chromosome_2	1	73097	cis	SPNCRNA.1315	NA
SPNCRNA.1316	chromosome_1	3315647	3442884	trans	SPAP32A8.03c	coding
SPNCRNA.1318	chromosome_1	2893934	2905076	trans	SPACUNK4.06c	coding
SPNCRNA.1319	chromosome_1	3809960	3926065	trans	SPNCRNA.94	non_coding
SPNCRNA.1320	chromosome_1,chromosome_1	2665053,4602196	3326503,4949138	trans	SPNCRNA.887	non_coding
SPNCRNA.1320	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1322	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPNCRNA.1327	chromosome_3	2101294	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1329	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1331	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1332	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1333	chromosome_1	2950891	3456618	trans	SPNCRNA.873	non_coding
SPNCRNA.1334	chromosome_1	3315647	3745734	trans	SPAP32A8.03c	coding
SPNCRNA.1335	chromosome_1	2925637	2950891	trans	SPNCRNA.863	non_coding
SPNCRNA.1338	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.1018	non_coding
SPNCRNA.1339	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1340	chromosome_1	3315647	3557103	trans	SPAC1B1.02c	coding
SPNCRNA.1342	chromosome_1	3315647	3326503	trans	SPAC2E1P5.02c	coding
SPNCRNA.1344	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1345	chromosome_1	2925637	3326503	trans	SPNCRNA.873	non_coding
SPNCRNA.1346	chromosome_1	4178023	4290671	trans	SPNCRNA.969	non_coding
SPNCRNA.1347	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPNCRNA.873	non_coding
SPNCRNA.1347	chromosome_2	3827447	3942052	trans	SPBC23E6.01c	coding
SPNCRNA.1348	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPNCRNA.1018	non_coding
SPNCRNA.1348	chromosome_2	3827447	3868726	trans	SPBC23E6.01c	coding
SPNCRNA.135	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC1782.01	coding
SPNCRNA.1350	chromosome_3	2117330	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1352	chromosome_1	3030626	3326503	trans	SPNCRNA.885	non_coding
SPNCRNA.1353	chromosome_1	1077059	1110692	trans	SPNCRNA.712	non_coding
SPNCRNA.1353	chromosome_1	4323910	4366536	trans	SPNCRNA.978	non_coding
SPNCRNA.1354	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1356	chromosome_3	2087770	2119802	trans	SPCC576.14	coding
SPNCRNA.1358	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPNCRNA.1358	chromosome_3	2087770	2104480	trans	SPCC576.11	coding
SPNCRNA.1359	chromosome_3	2084276	2123837	trans	SPCC576.14	coding
SPNCRNA.1361	chromosome_3	2101294	2104480	trans	SPCC576.15c	coding
SPNCRNA.1363	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1368	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans	SPNCRNA.1018	non_coding
SPNCRNA.1368	chromosome_3	277567	286478	trans	SPNCRNA.1125	non_coding
SPNCRNA.1369	chromosome_2	2813594	2870926	trans	SPAP19A11.05c	coding
SPNCRNA.1371	chromosome_1	3315647	3456618	trans	SPAC3H5.13	coding
SPNCRNA.1372	chromosome_1	3315647	3456618	trans	SPAP32A8.03c	coding
SPNCRNA.1372	chromosome_3	660926	677595	trans	SPCC16C4.04	coding
SPNCRNA.1375	chromosome_3	2084276	2119802	trans	SPCC576.16c	coding
SPNCRNA.1379	chromosome_3	2117330	2125061	trans	SPNCRNA.1264	non_coding
SPNCRNA.1380	chromosome_1	3315647	3556754	trans	SPNCRNA.909	non_coding
SPNCRNA.1382	chromosome_1	2950891	3326503	trans	SPNCRNA.873	non_coding
SPNCRNA.1383	chromosome_1	1652483	1662949	trans	SPAC343.10	coding
SPNCRNA.1385	chromosome_3	2087770	2101881	trans	SPCC576.13	coding
SPNCRNA.1388	chromosome_1	2925637	2955088	trans	SPNCRNA.863	non_coding
SPNCRNA.1389	chromosome_1	2925637	2955088	trans	SPNCRNA.861	non_coding
SPNCRNA.1390	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1391	chromosome_1	2925637	2950891	trans	SPNCRNA.861	non_coding
SPNCRNA.1397	chromosome_3	2084276	2119802	trans	SPCC576.14	coding
SPNCRNA.1398	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.14	chromosome_3	2102509	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1402	chromosome_1	3315647	3456618	trans	SPAP32A8.03c	coding
SPNCRNA.1402	chromosome_3	676403	709290	trans	SPCC16C4.12	coding
SPNCRNA.1403	chromosome_1,chromosome_1	2665053,4463093	2955088,4611044	trans	SPAC27D7.03c	coding
SPNCRNA.1405	chromosome_3	2101294	2119802	trans	SPCC576.13	coding
SPNCRNA.1407	chromosome_1	2893934	2905076	trans	SPACUNK4.06c	coding
SPNCRNA.1407	chromosome_3	2084276	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1408	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1410	chromosome_3	676403	681957	trans	SPCC16C4.09	coding
SPNCRNA.1412	chromosome_1	2925637	2955088	trans	SPNCRNA.859	non_coding
SPNCRNA.1412	chromosome_1	5161435	5202829	trans	SPNCRNA.1058	non_coding
SPNCRNA.1413	chromosome_1	4962262	4967077	trans	SPNCRNA.1039	non_coding
SPNCRNA.1413	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1415	chromosome_1	3315647	3326503	trans	SPAPB1E7.09	coding
SPNCRNA.1415	chromosome_2	1256904	1261632	cis	SPNCRNA.1415	NA
SPNCRNA.1417	chromosome_2	1143111	1152197	cis	SPNCRNA.1417	NA
SPNCRNA.1429	chromosome_1	2893934	2905076	trans	SPACUNK4.06c	coding
SPNCRNA.1431	chromosome_1	3809960	3920943	trans	SPNCRNA.948	non_coding
SPNCRNA.1435	chromosome_3	2087770	2123837	trans	SPCC576.13	coding
SPNCRNA.1437	chromosome_1	3315647	3556754	trans	SPAP32A8.03c	coding
SPNCRNA.1439	chromosome_3	2078298	2119802	trans	SPCC576.13	coding
SPNCRNA.144	chromosome_1	3440649	3556754	trans	SPAC3A11.07	coding
SPNCRNA.1441	chromosome_1	2893934	2955088	trans	SPNCRNA.860	non_coding
SPNCRNA.1442	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPNCRNA.54	non_coding
SPNCRNA.1443	chromosome_1	3315647	3557103	trans	SPNCRNA.909	non_coding
SPNCRNA.1446	chromosome_1	2526720	2536026	trans	SPNCRNA.833	non_coding
SPNCRNA.1447	chromosome_1	3315647	3456618	trans	SPAP32A8.03c	coding
SPNCRNA.1448	chromosome_1	2810876	2813185	trans	SPAC1B2.06	coding
SPNCRNA.1449	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.145	chromosome_2	2304929	2310884	trans	SPBC12D12.02c	coding
SPNCRNA.1450	chromosome_3	2101294	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1451	chromosome_1	3315647	3326503	trans	SPAPB1E7.14	coding
SPNCRNA.1452	chromosome_3	2123265	2125061	trans	SPNCRNA.1265	non_coding
SPNCRNA.1454	chromosome_2	3759342	3759840	trans	NA	NA
SPNCRNA.1455	chromosome_1	3440649	3557103	trans	SPNCRNA.909	non_coding
SPNCRNA.1457	chromosome_3	2087770	2123837	trans	SPNCRNA.1264	non_coding
SPNCRNA.1461	chromosome_1	2950891	3456618	trans	SPNCRNA.885	non_coding
SPNCRNA.1463	chromosome_1	3440649	3920943	trans	SPNCRNA.944	non_coding
SPNCRNA.1464	chromosome_1	3315647	3326503	trans	SPAPB1E7.11c	coding
SPNCRNA.1466	chromosome_2	1740747	1944246	cis	SPNCRNA.1466	NA
SPNCRNA.1467	chromosome_3	2087770	2123837	trans	SPNCRNA.1265	non_coding
SPNCRNA.1468	chromosome_1	3315647	3456618	trans	SPAC3H5.04	coding
SPNCRNA.1470	chromosome_1	2810876	2813185	trans	SPAC1B2.03c	coding
SPNCRNA.1470	chromosome_3	2087770	2119802	trans	SPNCRNA.1264	non_coding
SPNCRNA.1471	chromosome_2	2505327	2527314	trans	SPNCRNA.1524	non_coding
SPNCRNA.1472	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans	SPNCRNA.873	non_coding
SPNCRNA.1473	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans	SPAC20G4.03c	coding
SPNCRNA.1473	chromosome_2	2305695	2316554	trans	SPBC12D12.02c	coding
SPNCRNA.1476	chromosome_3	2101294	2104480	trans	SPCC576.13	coding
