SPAC977.18	YBL029C-A
SPCC330.10	YBR236C
SPCC330.12c	YKL141W
SPCC330.12c	YMR118C
SPCC330.13	YKR025W
SPCC330.14c	YGL031C
SPCC330.14c	YGR148C
SPCC320.14	YKL218C
SPCC320.13c	YPL209C
SPCC320.12	YNR020C
SPCC320.11c	YPL211W
SPCC320.10	YPL210C
SPCC320.09	YOR176W
SPCC320.07c	YNL197C
SPCC320.07c	YDL224C
SPCC320.05	YPR003C
SPCC320.04c	YAL048C
SPCC320.03	YBR033W
SPCC320.03	YKL038W
SPCC1235.02	YGR286C
SPCC1235.03	YKL090W
SPCC1235.04c	YDL045C
SPCC1235.05c	YAL019W
SPCC1235.16	YGR105W
SPCC1235.06	YER083C
SPCC1235.07	YGR179C
SPCC1235.08c	YOL107W
SPCC1235.09	YBR103W
SPCC1235.10c	YIL068C
SPCC1235.11	YGL080W
SPCC1235.13	YHR094C
SPCC1235.13	YMR011W
SPCC1235.13	YHR092C
SPCC1235.13	YHR096C
SPCC1235.13	YDR343C
SPCC1235.13	YDR342C
SPCC1235.13	YJL214W
SPCC1235.13	YJL219W
SPCC1235.13	YOL156W
SPCC1235.13	YEL069C
SPCC1235.13	YNL318C
SPCC1235.13	YDL245C
SPCC1235.13	YJR158W
SPCC1235.13	YNR072W
SPCC1235.13	YLR081W
SPCC1235.13	YDR536W
SPCC1235.13	YGR289C
SPCC1235.14	YHR094C
SPCC1235.14	YMR011W
SPCC1235.14	YHR092C
SPCC1235.14	YHR096C
SPCC1235.14	YDR343C
SPCC1235.14	YDR342C
SPCC1235.14	YJL214W
SPCC1235.14	YJL219W
SPCC1235.14	YOL156W
SPCC1235.14	YEL069C
SPCC1235.14	YNL318C
SPCC1235.14	YDL245C
SPCC1235.14	YJR158W
SPCC1235.14	YNR072W
SPCC1235.14	YLR081W
SPCC1235.14	YDR536W
SPCC1235.14	YGR289C
SPCC1235.15	YOR245C
SPCC548.04	YIL008W
SPCC548.05c	YOL054W
SPCC548.06c	YHR094C
SPCC548.06c	YMR011W
SPCC548.06c	YHR092C
SPCC548.06c	YHR096C
SPCC548.06c	YDR343C
SPCC548.06c	YDR342C
SPCC548.06c	YJL214W
SPCC548.06c	YJL219W
SPCC548.06c	YOL156W
SPCC548.06c	YEL069C
SPCC548.06c	YNL318C
SPCC548.06c	YDL245C
SPCC548.06c	YJR158W
SPCC548.06c	YNR072W
SPCC548.06c	YLR081W
SPCC548.06c	YDR536W
SPCC548.06c	YGR289C
SPCC548.07c	YHR094C
SPCC548.07c	YMR011W
SPCC548.07c	YHR092C
SPCC548.07c	YHR096C
SPCC548.07c	YDR343C
SPCC548.07c	YDR342C
SPCC548.07c	YJL214W
SPCC548.07c	YJL219W
SPCC548.07c	YOL156W
SPCC548.07c	YEL069C
SPCC548.07c	YNL318C
SPCC548.07c	YDL245C
SPCC548.07c	YJR158W
SPCC548.07c	YNR072W
SPCC548.07c	YLR081W
SPCC548.07c	YDR536W
SPCC548.07c	YGR289C
SPCC794.01c	YNL241C
SPCC794.03	YKL174C
SPCC794.03	YGL077C
SPCC794.03	YDL210W
SPCC794.07	YNL071W
SPCC794.08	YMR212C
SPCC794.09c	YPR080W
SPCC794.09c	YBR118W
SPCC794.10	YKL035W
SPCC794.10	YHL012W
SPCC794.11c	YJR125C
SPCC794.12c	YKL029C
SPCC553.11c	YKL058W
SPCC553.09c	YBL035C
SPCC553.08c	YNL163C
SPCC553.06	YMR149W
SPCC553.03	YKL197C
SPCC553.02	YHR074W
SPCC553.01c	YGR042W
SPCC736.03c	YPR047W
SPCC736.04c	YDR245W
SPCC736.04c	YJL183W
SPCC736.06	YPL104W
SPCC736.07c	YFL023W
SPCC736.10c	YMR158W
SPCC736.12c	YDR374C
SPCC736.13	YOR246C
SPCC736.14	YLR045C
SPCC736.15	YGR086C
SPCC736.15	YPL004C
SPCC594.02c	YHL026C
SPCC594.05c	YPL138C
SPCC594.06c	YGL212W
SPCC1682.01	YGR183C
SPCC1682.02c	YEL032W
SPCC1682.05c	YPL243W
SPCC1682.04	YOR257W
SPCC1682.07	YLR005W
SPCC1682.08c	YLL013C
SPCC1682.09c	YDL198C
SPCC1682.10	YOR261C
SPCC1682.11c	YOR161C
SPCC1682.12c	YNL186W
SPCC1682.13	YAL034C
SPCC1682.13	YOR338W
SPCC1682.14	YBR084C-A
SPCC1682.14	YBL027W
SPCC1682.16	YOR259C
SPCC306.02c	YNL044W
SPCC306.03c	YBL097W
SPCC306.04c	YHR119W
SPCC306.05c	YHR133C
SPCC306.06c	YHR101C
SPCC306.06c	YGR106C
SPCC306.07c	YHR052W
SPCC306.07c	YKR060W
SPCC306.08c	YKL085W
SPCC306.09c	YNL138W
SPCC4G3.18	YHR197W
SPCC4G3.17	YGL101W
SPCC4G3.17	YBR242W
SPCC4G3.16	YOL066C
SPCC4G3.15c	YDL165W
SPCC4G3.14	YFL016C
SPCC4G3.13c	YMR264W
SPCC4G3.13c	YML101C
SPCC4G3.11	YDL089W
SPCC4G3.10c	YER162C
SPCC4G3.10c	YDR314C
SPCC4G3.09c	YNL293W
SPCC4G3.09c	YOL112W
SPCC4G3.08	YBR028C
SPCC4G3.06c	YLR439W
SPCC4G3.05c	YDR386W
SPCC4G3.04c	YML110C
SPCC4G3.03	YLR149C
SPCC4G3.02	YDR305C
SPCC364.07	YER081W
SPCC364.07	YIL074C
SPCC364.06	YKR048C
SPCC364.05	YDR495C
SPCC364.04c	YKL179C
SPCC364.03	YKL180W
SPCC364.03	YJL177W
SPCC970.10c	YDL074C
SPCC970.09	YPR055W
SPCC970.08	YDR017C
SPCC970.06	YGR284C
SPCC970.05	YMR194W
SPCC970.05	YPL249C-A
SPCC970.04c	YFL034C-B
SPCC970.03	YIL043C
SPCC970.02	YKL046C
SPCC970.01	YPL022W
SPCC10H11.01	YBR237W
SPCC10H11.02	YGL128C
SPCP31B10.02	YPL107W
SPCP31B10.03c	YGL127C
SPCP31B10.04	YKL077W
SPCP31B10.05	YBR223C
SPCP31B10.06	YML072C
SPCP31B10.06	YNL087W
SPCP31B10.06	YOR086C
SPCP31B10.07	YOR133W
SPCP31B10.07	YDR385W
SPCP31B10.08c	YOR234C
SPCP31B10.08c	YPL143W
SPCC962.01	YML072C
SPCC962.01	YNL087W
SPCC962.01	YOR086C
SPCC962.02c	YJR089W
SPCC962.03c	YNL189W
SPCC962.04	YOR369C
SPCC962.06c	YLR116W
SPCC1672.01	YFR025C
SPCC1672.03c	YDL238C
SPCC1672.04c	YLL018C-A
SPCC1672.05c	YGR185C
SPCC1672.06c	YLR410W
SPCC1672.07	YLR409C
SPCC1672.08c	YKR062W
SPCC1672.09	YKL140W
SPCC1672.10	YEL056W
SPCC1672.11c	YOR291W
SPCC1672.12c	YOR164C
SPCC1183.01	YGL233W
SPCC1183.02	YGR201C
SPCC1183.02	YKL081W
SPCC1183.02	YPL048W
SPCC1183.03c	YDL120W
SPCC1183.04c	YOR017W
SPCC1183.05c	YOR005C
SPCC1183.06	YML021C
SPCC1183.07	YMR229C
SPCC1183.08c	YPL220W
SPCC1183.08c	YGL135W
SPCC1183.09c	YDL123W
SPCC1183.09c	YDR276C
SPCC1183.09c	YJL151C
SPCC31H12.02c	YBR054W
SPCC31H12.02c	YCR021C
SPCC31H12.02c	YDR033W
SPCC31H12.03c	YER063W
SPCC31H12.04c	YEL054C
SPCC31H12.04c	YDR418W
SPCC31H12.05c	YER133W
SPCC31H12.07	YPR181C
SPCC31H12.08c	YAL021C
SPCC5E4.03c	YBR198C
SPCC5E4.04	YGR098C
SPCC5E4.05c	YKL094W
SPCC5E4.06	YLR383W
SPCC5E4.07	YGL103W
SPCC16C4.19	YDR478W
SPCC16C4.01	YDL001W
SPCC16C4.01	YDR282C
SPCC16C4.01	YFR048W
SPCC16C4.03	YJR017C
SPCC16C4.06c	YPL212C
SPCC16C4.06c	YGL063W
SPCC16C4.05	YNL282W
SPCC16C4.07	YNL197C
SPCC16C4.07	YDL224C
SPCC16C4.08c	YKL021C
SPCC16C4.09	YDR293C
SPCC16C4.22	YBR278W
SPCC16C4.10	YNR034W
SPCC16C4.10	YCR073W-A
SPCC16C4.10	YHR163W
SPCC16C4.10	YGR248W
SPCC16C4.11	YPL031C
SPCC16C4.12	YPR131C
SPCC16C4.13c	YEL054C
SPCC16C4.13c	YDR418W
SPCC16C4.14c	YGR047C
SPCC16C4.15	YEL050C
SPCC16C4.18c	YGL112C
SPCPJ732.01	YOR069W
SPCPJ732.02c	YGR194C
SPCC18B5.01c	YDR011W
SPCC18B5.01c	YNR070W
SPCC18B5.01c	YPL058C
SPCC18B5.01c	YOR328W
SPCC18B5.01c	YOR153W
SPCC18B5.01c	YDR406W
SPCC18B5.01c	YCR011C
SPCC18B5.01c	YOR011W
SPCC18B5.01c	YIL013C
SPCC18B5.03	YJL187C
SPCC18B5.04	YER050C
SPCC18B5.05c	YPR121W
SPCC18B5.05c	YPL258C
SPCC18B5.05c	YOL055C
SPCC18B5.06	YNL001W
SPCC18B5.07c	YLR335W
SPCC18B5.08c	YPL040C
SPCC18B5.10c	YNL253W
SPCC18B5.11c	YPL153C
SPCC14G10.01	YDR196C
SPCC14G10.02	YKL014C
SPCC14G10.03c	YBR173C
SPCC14G10.04	YKL204W
SPCC1020.13c	YOR022C
SPCC1020.11c	YLL014W
SPCC1020.10	YNL183C
SPCC1020.10	YOR267C
SPCC1020.10	YDL025C
SPCC1020.10	YDL214C
SPCC1020.08	YPL207W
SPCC1020.07	YKL033W-A
SPCC1020.06c	YLR354C
SPCC1020.06c	YGR043C
SPCC1020.05	YLR361C
SPCC1020.05	YOR137C
SPCC1020.04c	YPR187W
SPCC1020.03	YMR177W
SPCC1020.03	YPL224C
SPCC1020.02	YGL093W
SPCC1020.01c	YPL036W
SPCC1393.02c	YER161C
SPCC1393.03	YOL040C
SPCC1393.04	YDR383C
SPCC1393.06c	YHR085W
SPCC1393.09c	YDR152W
SPCC1393.10	YLR411W
SPCC1393.14	YLR010C
SPCC1393.11	YKR085C
SPCC1393.13	YMR027W
SPCC2H8.02	YML123C
SPCC63.05	YMR028W
SPCC63.06	YNL035C
SPCC63.07	YGR024C
SPCC63.08c	YGL180W
SPCC63.10c	YMR013C
SPCC63.11	YDR243C
SPCC63.12c	YER094C
SPCC63.14	YMR031C
SPCC63.14	YKL050C
SPCC16A11.01	YKL051W
SPCC16A11.02	YLR222C
SPCC16A11.04	YML104C
SPCC16A11.05c	YPR082C
SPCC16A11.06c	YGL142C
SPCC16A11.07	YOL008W
SPCC16A11.08	YDL113C
SPCC16A11.09c	YNR017W
SPCC16A11.10c	YNL111C
SPCC16A11.11	YKL138C
SPCC16A11.12c	YJL197W
SPCC16A11.13	YDL087C
SPCC16A11.14	YLR321C
SPCC16A11.16c	YLR421C
SPCC16A11.17	YPR019W
SPCC24B10.02c	YEL041W
SPCC24B10.02c	YJR049C
SPCC24B10.05	YEL020W-A
SPCC24B10.07	YKL126W
SPCC24B10.07	YMR104C
SPCC24B10.08c	YDR448W
SPCC24B10.09	YML024W
SPCC24B10.09	YDR447C
SPCC24B10.10c	YGR028W
SPCC24B10.11c	YML062C
SPCC24B10.12	YML036W
SPCC24B10.13	YDR162C
SPCC24B10.14c	YLR265C
SPCC24B10.15	YOR166C
SPCC24B10.16c	YPL144W
SPCC24B10.17	YGL200C
SPCC24B10.18	YLR363W-A
SPCC24B10.20	YKL071W
SPCC24B10.21	YDR050C
SPCC24B10.22	YOR330C
SPCPB16A4.02c	YBR129C
SPCPB16A4.03c	YLR028C
SPCPB16A4.03c	YMR120C
SPCPB16A4.04c	YDL201W
SPCC1795.11	YOR204W
SPCC1795.11	YPL119C
SPCC1795.10c	YHR181W
SPCC1795.09	YLR120C
SPCC1795.09	YDR144C
SPCC1795.09	YLR121C
SPCC1795.09	YIR039C
SPCC1795.09	YDR349C
SPCC1795.08c	YDR359C
SPCC1795.07	YNL081C
SPCC1795.05c	YKL024C
SPNCRNA.128	YNCE0007C
SPCC1795.04c	YOR362C
SPSNORNA.37	YNCG0013W
SPCC1795.03	YPL264C
SPCC1795.02c	YDL128W
SPCC1795.01c	YJL013C
SPCC895.03c	YGL169W
SPCC895.04c	YOR075W
SPCC895.06	YGR200C
SPCC895.07	YLR045C
SPCC895.09c	YLR419W
SPCC825.02	YDR221W
SPCC825.03c	YPL232W
SPCC825.03c	YMR183C
SPCC825.04c	YMR069W
SPCC1259.01c	YDR450W
SPCC1259.01c	YML026C
SPCC1259.02c	YBR074W
SPCC1259.03	YJR063W
SPCC1259.05c	YDL067C
SPCC1259.06	YML114C
SPCC1259.07	YDL076C
SPCC1259.09c	YGR193C
SPCC1259.10	YDL104C
SPCC1259.11c	YGR100W
SPCC1259.12c	YGL227W
SPCC1259.15c	YOR339C
SPCC1259.13	YBR274W
SPCC4B3.18	YIL083C
SPCC4B3.20	YBL059C-A
SPCC4B3.20	YKL137W
SPCC4B3.17	YPL215W
SPCC4B3.16	YPR040W
SPCC4B3.15	YJR092W
SPCC4B3.13	YDR338C
SPCC4B3.13	YHR032W
SPCC4B3.11c	YAL046C
SPCC4B3.10c	YDR315C
SPCC4B3.09c	YGL068W
SPCC4B3.08	YML112W
SPCC4B3.07	YOR051C
SPCC4B3.06c	YLR011W
SPCC4B3.05c	YDR047W
SPCC4B3.04c	YML059C
SPCC4B3.03c	YOL060C
SPCC4B3.02c	YMR292W
SPCC4B3.01	YOR251C
SPCP25A2.02c	YJR035W
SPCP25A2.03	YDR138W
SPCC550.01c	YLR218C
SPCC550.02c	YBR065C
SPCC550.03c	YLR398C
SPCC550.04c	YPL076W
SPCC550.05	YLR007W
SPCC550.06c	YOR020C
SPCC550.07	YDR242W
SPCC550.08	YOR012W
SPCC550.08	YDR391C
SPCC550.09	YBR168W
SPCC550.11	YJR132W
SPCC550.11	YDR395W
SPCC550.12	YLR085C
SPCC550.13	YDR052C
SPCC550.14	YJL080C
SPCC550.15c	YLR387C
SPCC550.15c	YBR267W
SPCC4E9.01c	YIL026C
SPCC4E9.02	YDL155W
SPCC4E9.02	YLR210W
SPCC645.02	YHR100C
SPCC645.03c	YLL027W
SPCC645.04	YDR288W
SPCC645.05c	YHR023W
SPCC645.06c	YLR425W
SPCC645.07	YGR070W
SPCC645.07	YLR371W
SPCC645.09	YBR268W
SPCC645.10	YER168C
SPCC645.13	YKL005C
SPCC645.14c	YOR027W
SPCC23B6.01c	YHR001W
SPCC23B6.01c	YKR003W
SPCC23B6.01c	YOR237W
SPCC23B6.01c	YPL145C
SPCC23B6.02c	YAL059W
SPCC23B6.03c	YBL088C
SPCC23B6.04c	YNL231C
SPCC23B6.04c	YNL264C
SPCC23B6.05c	YJL173C
SPCC1322.01	YMR287C
SPCC1322.04	YKL035W
SPCC1322.04	YHL012W
SPCC1322.05c	YNL045W
SPCC1322.06	YPL125W
SPCC1322.08	YGL158W
SPCC1322.08	YLR248W
SPCC1322.09	YJL123C
SPCC1322.11	YBL087C
SPCC1322.11	YER117W
SPCC1322.12c	YGR188C
SPCC1322.13	YOR128C
SPCC1322.14c	YJL012C
SPCC1322.14c	YDR089W
SPCC1322.15	YER056C-A
SPCC1322.15	YIL052C
SPCC1322.16	YGR231C
SPCC132.01c	YPL009C
SPCC132.02	YPL015C
SPCC132.04c	YDL215C
SPCC338.17c	YDL003W
SPCC338.16	YOR080W
SPCC338.15	YEL002C
SPCC338.14	YJR105W
SPCC338.13	YPR105C
SPCC338.12	YNL015W
SPCC338.11c	YBR271W
SPCC338.10c	YIL111W
SPCC338.10c	YNL052W
SPCC338.08	YGL175C
SPCC338.07c	YDL040C
SPCC338.06c	YBR072W
SPCC338.06c	YDR171W
SPCC338.05c	YGL087C
SPCC338.04	YBL107C
SPCC1281.03c	YGL231C
SPCC1281.04	YPR127W
SPCC1281.05	YMR091C
SPCC1281.06c	YGL055W
SPCC1281.07c	YMR251W
SPCC1281.07c	YGR154C
SPCC1281.07c	YKR076W
SPCC622.08c	YBL003C
SPCC622.08c	YDR225W
SPCC622.09	YBL002W
SPCC622.09	YDR224C
SPCC622.10c	YDR166C
SPCC622.12c	YOR375C
SPCC622.12c	YAL062W
SPCC622.13c	YKL033W
SPCC622.14	YNL204C
SPCC622.14	YDL226C
SPCC622.16c	YER051W
SPCC622.17	YKL114C
SPCC61.01c	YHL040C
SPCC61.01c	YHL047C
SPCC61.01c	YOL158C
SPCC61.01c	YKR106W
SPCC61.01c	YCL073C
SPCC61.01c	YEL065W
SPCC622.18	YML073C
SPCC622.18	YLR448W
SPCC61.02	YDR392W
SPCC61.03	YKL151C
SPCC61.04c	YGR172C
SPCC11E10.01	YGL184C
SPCC11E10.02c	YDR331W
SPCC11E10.03	YMR294W
SPCC11E10.04	YMR282C
SPCC11E10.05c	YER005W
SPCC11E10.06c	YPL101W
SPCC11E10.07c	YKR026C
SPCC188.02	YOR014W
SPCC188.04c	YER018C
SPCC188.03	YDR325W
SPCC188.06c	YPR088C
SPCC188.07	YDR295C
SPCC188.07	YPR179C
SPCC188.08c	YMR304W
SPCC188.11	YAL032C
SPCC188.12	YHR107C
SPCC584.11c	YDR346C
SPCC584.13	YKL174C
SPCC584.13	YGL077C
SPCC584.13	YDL210W
SPCC584.14	YCR054C
SPCC584.15c	YOR018W
SPCC584.15c	YFR022W
SPCC584.01c	YFR030W
SPCC584.03c	YGL164C
SPCC584.02	YMR021C
SPCC584.02	YGL166W
SPCC584.02	YPR008W
SPCC584.04	YDR172W
SPCC584.05	YDR164C
SPCC1753.01c	YNL312W
SPCC1753.02c	YDL035C
SPCC1753.03c	YMR133W
SPCC1753.04	YOL064C
SPCC1753.05	YML107C
SPCC162.12	YPL180W
SPCC162.11c	YNR012W
SPCC162.09c	YML075C
SPCC162.09c	YLR450W
SPCC162.08c	YKR095W
SPCC162.08c	YIL149C
SPCC162.07	YDL161W
SPCC162.07	YLR206W
SPCC162.07	YLL038C
SPCC162.06c	YDR486C
SPCC162.05	YOL096C
SPCC13B11.01	YBR145W
SPCC13B11.01	YMR083W
SPCC13B11.01	YMR303C
SPCC13B11.01	YOL086C
SPCC13B11.03c	YDR272W
SPCC13B11.03c	YOR040W
SPCC13B11.04c	YDL168W
SPCC777.02	YOR337W
SPCC777.02	YLR098C
SPCC777.04	YPL265W
SPCC777.05	YGR163W
SPCC777.07	YOR099W
SPCC777.07	YKR061W
SPCC777.07	YJL139C
SPCC777.07	YDR483W
SPCC777.07	YBR205W
SPCC777.07	YBR199W
SPCC777.07	YPL053C
SPCC777.08c	YBR270C
SPCC777.08c	YJL058C
SPCC777.09c	YOL140W
SPCC777.10c	YLR306W
SPCC777.11	YGR102C
SPCC777.13	YJL154C
SPCC777.15	YLR405W
SPCC663.01c	YFR040W
SPCC663.01c	YGL229C
SPCC663.01c	YKR028W
SPCC663.01c	YJL098W
SPCC663.03	YKL209C
SPCC663.04	YJL189W
SPCC663.18	YER180C-A
SPCC663.05c	YJL115W
SPCC663.06c	YKL071W
SPCC663.08c	YKL071W
SPCC663.09c	YKL071W
SPCC663.10	YPL030W
SPCC663.11	YBR194W
SPCC663.13c	YOR253W
SPCC663.14c	YAL053W
SPCC663.14c	YGL139W
SPCC663.14c	YPL221W
SPCC663.14c	YOR365C
SPCC663.15c	YPR097W
SPCC1902.02	YDR251W
SPCC1902.02	YPL032C
SPCC1902.01	YFL021W
SPCC417.02	YKL138C-A
SPCC417.05c	YDL203C
SPCC417.05c	YER096W
SPCC417.06c	YGR092W
SPCC417.06c	YPR111W
SPCC417.07c	YAL047C
SPCC417.08	YNL014W
SPCC417.08	YLR249W
SPCC417.10	YJR152W
SPCC417.10	YLR004C
SPCC191.02c	YAL054C
SPCC191.02c	YLR153C
SPCC191.07	YEL039C
SPCC191.07	YJR048W
SPCC191.08	YNL260C
SPSNORNA.41	YNCG0024W
SPCC191.09c	YNL229C
SPCC191.11	YIL162W
SPCC1450.02	YLR399C
SPCC1450.02	YDL070W
SPCC1450.03	YDR398W
SPCC1450.03	YHR196W
SPCC1450.04	YAL003W
SPCC1450.05c	YBL093C
SPCC1450.06c	YBR014C
SPCC1450.06c	YDL010W
SPCC1450.09c	YMR008C
SPCC1450.09c	YMR006C
SPCC1450.09c	YOL011W
SPCC1450.10c	YNL240C
SPCC1450.11c	YFL033C
SPCC1450.12	YPR097W
SPCC1450.13c	YBR256C
SPCC1450.14c	YML130C
SPCC1450.15	YDR302W
SPCC1450.15	YBR265W
SPCC1450.16c	YMR313C
SPCC1442.01	YLR310C
SPCC1442.02	YGL060W
SPCC1442.02	YBR216C
SPCC1442.03	YMR166C
SPCC1442.04c	YGL250W
SPCC1442.05c	YGR235C
SPCC1442.05c	YNL100W
SPCC1442.06	YML092C
SPCC1442.08c	YLR038C
SPCC1442.10c	YIL021W
SPCC1442.09	YER090W
SPCC1442.19	YKL167C
SPCC1442.12	YER026C
SPCC1442.14c	YDL125C
SPCC1442.15c	YGR062C
SPCC1442.16c	YBR046C
SPCC1442.17c	YNL265C
SPCC285.03	YNR038W
SPCC285.08	YFR051C
SPCC285.09c	YGL248W
SPCC285.10c	YMR171C
SPCC285.10c	YKL124W
SPCC285.11	YDL091C
SPCC285.11	YML013W
SPCC285.12	YNL147W
SPCC285.13c	YAR002W
SPCC285.14	YMR218C
SPCC285.15c	YOR167C
SPCC285.15c	YLR264W
SPCC285.16c	YDR097C
SPCC285.17	YOR295W
SPCC285.17	YMR233W
SPCC1223.01	YDR266C
SPCC1223.02	YFL058W
SPCC1223.02	YJR156C
SPCC1223.02	YNL332W
SPCC1223.02	YDL244W
SPCC1223.03c	YIL155C
SPCC1223.04c	YDR198C
SPCC1223.15c	YDR201W
SPCC1223.05c	YLR185W
SPCC1223.05c	YDR500C
SPCC1223.06	YHR158C
SPCC1223.06	YGR238C
SPCC1223.07c	YLL018C
SPCC1223.08c	YOR280C
SPCC1223.08c	YOR236W
SPCC1223.11	YER089C
SPCC1223.11	YBL056W
SPCC1223.12c	YBR078W
SPCC1223.12c	YDR055W
SPCC1223.12c	YDR522C
SPCC1223.12c	YCL048W
SPCC1223.14	YGL148W
SPCC297.03	YGL179C
SPCC297.03	YER129W
SPCC297.06c	YKL142W
SPCC737.02c	YDR529C
SPCC737.05	YHR150W
SPCC737.05	YDR479C
SPCC737.07c	YKL017C
SPCC737.08	YLR106C
SPCC74.01	YDR189W
SPCC74.03c	YDR477W
SPCC74.04	YKL174C
SPCC74.04	YGL077C
SPCC74.04	YDL210W
SPCC74.05	YHR010W
SPCC74.05	YDR471W
SPCC74.06	YIL147C
SPCC18.01c	YMR244W
SPCC18.03	YNL023C
SPCC18.04	YJL204C
SPCC18.05c	YCR072C
SPCC18.06c	YNR052C
SPCC18.19c	YGL226C-A
SPCC18.07	YDL150W
SPCC18.09c	YOR258W
SPCC18.08	YNL073W
SPCC18.10	YNR027W
SPCC18.10	YEL029C
SPCC18.11c	YDR469W
SPCC18.12c	YOR004W
SPCC18.13	YDR165W
SPCC18.14c	YLR340W
SPCC18.15	YBR246W
SPCC18.16c	YDR236C
SPCC18.18c	YPL262W
SPCC290.02	YNR003C
SPCC290.03c	YJL039C
SPCC290.04	YMR179W
SPCC4F11.02	YDL006W
SPCC4F11.04c	YBR161W
SPCC4F11.04c	YPL057C
SPCC1906.01	YDL055C
SPCC1906.02c	YGL110C
SPCC1739.01	YPL054W
SPCC1739.02c	YNL177C
SPCC1739.05	YHR207C
SPCC1739.06c	YKR069W
SPCC1739.07	YHR081W
SPCC1739.09c	YGL191W
SPCC1739.10	YOL019W
SPCC1739.10	YFR012W
SPCC1739.10	YMR063W
SPCC1739.11c	YOR373W
SPCC1739.12	YDL047W
SPCC1739.13	YAL005C
SPCC1739.13	YBL075C
SPCC1739.13	YER103W
SPCC1739.13	YLL024C
SPCC1739.14	YFR002W
SPCPB1C11.01	YNL142W
SPCPB1C11.02	YBR068C
SPCPB1C11.02	YBR069C
SPCPB1C11.02	YCL025C
SPCPB1C11.02	YDR046C
SPCPB1C11.02	YDR508C
SPCPB1C11.02	YGR191W
SPCPB1C11.02	YKR039W
SPCPB1C11.02	YNL268W
SPCPB1C11.02	YNL270C
SPCPB1C11.02	YOL020W
SPCPB1C11.03	YLL055W
SPCC576.02	YIR030C
SPCC576.03c	YML028W
SPCC576.03c	YDR453C
SPCC576.04	YNL305C
SPCC576.05	YDR159W
SPCC576.06c	YPL097W
SPCC576.07	YPL010W
SPCC576.08c	YGL123W
SPCC576.09	YHL015W
SPCC576.10c	YDR394W
SPCC576.11	YLR029C
SPCC576.11	YMR121C
SPCC576.12c	YDL160C-A
SPCC576.13	YBR231C
SPCC576.14	YLR172C
SPCC576.15c	YDR490C
SPCC576.15c	YOL100W
SPCC126.02c	YMR284W
SPCC126.03	YPL212C
SPCC126.03	YGL063W
SPCC126.04c	YGL066W
SPCC126.05c	YNL252C
SPCC126.06	YGR080W
SPCC126.07c	YPR093C
SPCC126.08c	YKR044W
SPCC126.09	YKL175W
SPCC126.10	YOR126C
SPCC126.12	YGL221C
SPCC126.14	YGR006W
SPCC126.15c	YML105C
SPCC1620.01c	YBL026W
SPCC1620.03	YGR053C
SPCC1620.05	YJL031C
SPCC1620.06c	YBL068W
SPCC1620.06c	YER099C
SPCC1620.06c	YHL011C
SPCC1620.07c	YHR192W
SPCC1620.08	YGR244C
SPCC1620.09c	YGR186W
SPCC1620.10	YGL174W
SPCC1620.12c	YPL249C
SPCC1620.12c	YMR192W
SPCC1620.11	YFR002W
SPCC1620.14c	YOR290C
SPCC1620.14c	YIL126W
SPCC830.03	YLL035W
SPCC830.05c	YFL024C
SPCC830.06	YKL190W
SPCC830.07c	YNL007C
SPCC830.08c	YPR028W
SPCC830.09c	YAL033W
SPCC830.10	YJR069C
SPCC830.11c	YDL166C
SPCC1919.02	YCL052C
SPCC1919.03c	YGL208W
SPCC1919.03c	YER027C
SPCC1919.05	YPR189W
SPCC1919.08c	YMR286W
SPCC1919.09	YPR016C
SPCC1919.10c	YAL029C
SPCC1919.10c	YOR326W
SPCC1919.12c	YBR074W
SPCC1919.13c	YIL096C
SPCC1919.14c	YNL039W
SPCC1919.15	YDL074C
SPCC790.02	YLR148W
SPCC790.03	YPL246C
SPCC1840.01c	YJR074W
SPCC1840.02c	YLR342W
SPCC1840.02c	YGR032W
SPCC1840.02c	YMR306W
SPCC1840.03	YMR308C
SPCC1840.04	YOR197W
SPCC1840.05c	YMR278W
SPCC1840.06	YDR298C
SPCC1840.07c	YNL217W
SPCC1840.08c	YIL005W
SPCC1840.09	YLR290C
SPCC1840.10	YJR022W
SPCC1840.11	YNL232W
SPCC1840.12	YJL212C
SPCC1840.12	YPR194C
SPCC965.03	YEL051W
SPCC965.04c	YPR024W
SPCC965.07c	YNL229C
SPCC965.09	YLR351C
SPCC965.10	YDL170W
SPCC965.11c	YFL055W
SPCC965.14c	YPR062W
SPCC1494.02c	YML098W
SPCC1494.03	YPL161C
SPCC1494.04c	YBR166C
SPCC1494.05c	YJL197W
SPCC1494.06c	YLR276C
SPCC1494.07	YMR259C
SPCC1494.08c	YBL086C
SPCC1494.09c	YOR352W
SPCC1494.10	YER109C
SPCC70.02c	YDL181W
SPCC70.02c	YDL130W-A
SPCC70.03c	YLR142W
SPCC70.12c	YGR146C
SPCC70.05c	YKL171W
SPCC70.06	YDR159W
SPCC70.07c	YJR057W
SPCC70.09c	YMR295C
SPCC70.09c	YGR273C
SPCC1827.08c	YLR097C
SPCC1827.01c	YIL091C
SPCC1827.02c	YGR202C
SPCC1827.03c	YBR222C
SPCC1827.04	YDR049W
SPCC1827.05c	YNL110C
SPCC1827.06c	YDR158W
SPCC1827.07c	YIL047C
SPCP1E11.02	YNL020C
SPCP1E11.02	YIL095W
SPCP1E11.02	YBR059C
SPCP1E11.04c	YDR348C
